no,code,name,description,school_name,places_for_work
2,car_sci_0002,វិស្វករអឡិចត្រូនិច,វិស្វករអេឡិចត្រូនិចជាអ្នករៀបចំបង្កើតនិងធ្វើតេស្តសមាសធាតុឧបករណ៍ប្រព័ន្ធឬឧបករណ៍ដែលប្រើអគ្គិសនីជាផ្នែកមួយនៃប្រភពថាមពលរបស់ពួកគេ។អាជីពនេះត្រូវសិក្សា មុខវិជ្ជា វិស្វករអេឡិចត្រូនិច រយៈពេល ៤-៦ឆ្នាំ និងមានសញ្ញាបត្រកម្រិតបរិញ្ញា។ ចំពោះចំណេះដឹងផ្នែកភាសាអង់គ្លេស និងកុំព្យូទ័រគឺត្រូវការជាចាំបាច់។,13. វិទ្យាស្ថានបច្ចេកវិទ្យាកម្ពុជាITC,ក្រុមហ៊ុនឯកជន ស្ថាប័នរដ្ឋ ប្រកបអាជីវកម្មខ្លួនឯង
,,,,23. វិទ្យាស្ថានជាតិពហុបច្ចេកទេសកម្ពុជាNPIC,
,,,,57. សាកលវិទ្យាល័យន័រតុនNU,
,,,,61. សាកលវិទ្យាល័យបៀលប្រាយ,
,,,,65. សាកលវិទ្យាល័យឯកទេសនៃកម្ពុជា,
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ,
,,,,99. វិទ្យាស្ថានសហប្រតិបតិ្តការអន្តរជាតិ កម្ពុជា,
,,,,,
3,car_sci_0003,វិស្វករគីមី/អ្នកឯកទេសគីមី,"វិស្វករគីមីជាអ្នកដែលមានជំនាញវិជ្ជាជីវៈមានចំណេះដឹងផ្នែកវិស្វកម្មគីមីធ្វើការយ៉ាងសំខាន់នៅក្នុងឧស្សាហកម្មគីមីដើម្បីបំប្លែងវត្ថុធាតុដើមជាមូលដ្ឋានទៅជាផលិតផលផ្សេងៗ និងទាក់ទងនឹងការរចនានិងប្រតិបត្តិការរោងចក្រនិងឧបករណ៍។ ជាទូទៅវិស្វករគីមីជាអ្នកដែលអនុវត្តនិងប្រើប្រាស់គោលការណ៍នៃវិស្វកម្មគីមីនៅក្នុងការអនុវត្តជាក់ស្តែងជាច្រើន រួមមានប្រតិបត្តិការនៃរុក្ខជាតិនិងគ្រឿងម៉ាស៊ីននៅក្នុងគីមីឧស្សាហកម្ម និងដំណើរការពាក់ព័ន្ធ (""វិស្វករដំណើរការគីមី"") ការអភិវឌ្ឍនៃសារធាតុថ្មីឬប្រែប្រួលសម្រាប់ផលិតផលចាប់ពីអាហារនិងភេសជ្ជៈទៅគ្រឿងសម្អាង គ្រឿងផ្សំឱសថក្នុងចំណោមផលិតផលផ្សេងៗជាច្រើនទៀត ។ គាត់ត្រូវសិក្សារយៈពេល ៤-៦ឆ្នាំ និងមានសញ្ញាបត្រកម្រិតបរិញ្ញា។ ចំពោះចំណេះដឹងផ្នែកភាសាអង់គ្លេស និងកុំព្យូទ័រគឺត្រូវការជាចាំបាច់។",13. វិទ្យាស្ថានបច្ចេកវិទ្យាកម្ពុជាITC,ក្រុមហ៊ុនឯកជន ស្ថាប័នរដ្ឋ ប្រកបអាជីវកម្មខ្លួនឯង
,,,,23. វិទ្យាស្ថានជាតិពហុបច្ចេកទេសកម្ពុជាNPIC,
,,,,57. សាកលវិទ្យាល័យន័រតុនNU,
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ,
,,,,65. សាកលវិទ្យាល័យឯកទេសនៃកម្ពុជា,
,,,,64. សាកលវិទ្យាល័យចេនឡា,
,,,,96. សាកលវិទ្យាល័យ​ បូលីណូ,
,,,,71. សាកលវិទ្យាល័យ បញ្ញាជាតិ,
,,,,8. សាកលវិទ្យាល័យបាត់ដំបង,
,,,,12. សាកលវិទ្យាល័យ ហេង សំរិន ត្បូងឃ្មុំ,
4,car_sci_0004,អ្នកគីមីវិទ្យា,អ្នកគីមីវិទ្យា ស្វែងរក​វិធី​ដើម្បី​កែលម្អ​ជីវភាពរស់នៅរបស់ប្រជាពល​រដ្ឋដោ​យ​​ធ្វើ​ ការសិក្សាលើ​សារធាតុ​គីមី​។ ពួកគេប្រើ​ប្រាស់ចំណេះ​ដឹង​ផ្នែក​សារធាតុគីមី​​ដើម្បី​បង្កើត​ផលិត​ផល​ថ្មី ដូចជា​ថ្នាំពេទ្យ​ គ្រឿងសម្អាង និង​ប្រព័ន្ធ​សរីរាង្គ​សិប្បនិម្មិត​ថ្មី​​។ អ្នកគីមីវិទ្យា​មាន​តួនាទី​សំខាន់​ក្នុងការបង្កើត​ថ្នាំថ្មី ដោយត្រួតពិនិត្យ​មើល​ដំណើរ​អភិវឌ្ឍ​ និង​ការកំណត់​ពីគុណភាព​និង​ស្ថេរភាព​​របស់​ថ្នាំ​ទាំ​ង​នេះ។ អ្នកគីមីវិទ្យា​ក៏អាចធ្វើការងារ​នៅ​តាមឱសថស្ថាន​ ​ដែល​ពួក​​​​គេ​ផ្តោតការយក​ចិត្តទុក​ដាក់លើ​ការដាក់ថ្នាំនិងការប្រើ​ ថ្នាំ​ប្រកប​ដោយ​ប្រសិទ្ធភាពនិង​សុវត្ថិភាព​ផងដែរ​៕,1. សាកលវិទ្យាល័យភូមិន្ទភ្នំពេញ,ស្ថាប័នរដ្ឋ​ មន្ទីពិសោធរដ្ឋ 
,,,,11. សាកលវិទ្យាល័យជាស៊ីម កំចាយមារ,
,,,,8. សាកលវិទ្យាល័យបាត់ដំបង,
5,car_sci_0005,អ្នកគណិតវិទ្យា,គណិតវិទូស្វែងរក និង​ សិក្សាអំពីររូបមន្ដ រឺក៏គំនិត ដែលមិនទាន់បានរកឃើញនៅឡើយនៅក្នុងពិភពលោកនេះ។ គំនិត រឺ គោលការណ៏ផ្សេងៗ របស់គណិតវិទូ គឺចាត់ទុកគំនិតដ៏ប្រសើរ ពីព្រោះពួកគេបានពិចារណា​និងធ្វើអោយមានភាពងាយស្រួល និង ល្អប្រសើរត្រឹមត្រូវ។ គំនិត និង រូបមន្ដទាំងនេះគឺរកឃើញក្នុងភាពពិតនៃពិភពលោក បន្ទាប់មកទើបបានសិក្សានៅក្នុងគណិតសាស្រ្ដ។ ,1. សាកលវិទ្យាល័យភូមិន្ទភ្នំពេញ,ស្ថាប័នរដ្ឋ​ មន្ទីពិសោធរដ្ឋ 
,,,,8. សាកលវិទ្យាល័យបាត់ដំបង,
6,car_sci_0006,អ្នករូបវិទ្យា,អ្នករូបវិទ្យាគឺជាអ្នកវិទ្យាសាស្ត្រ​សិក្សាទាក់ទងនឹង កំលាំង ថាមពល ម៉ាស់ និង បន្ទុកអគ្គិសនី ជាដើម។ គាត់/នាង វិភាគ វែកញែកពី​ធម្មជាតិ​ ដើម្បីបកស្រាយពន្យល់ពី​បាតុភូត​ជុំវិញខ្លួន​និង​កត្តាដែលបង្កវា។ គេអាចបង្កើតនិងប្រើប្រាស់​ឧបករណ៍អគ្គីសនី(ទូរទស្សន៍ កុំព្យូទ័រ បរិក្ខារអគ្គីសនីតាមផ្ទះ -ល-) ,1. សាកលវិទ្យាល័យភូមិន្ទភ្នំពេញ,ស្ថាប័នរដ្ឋ​ មន្ទីពិសោធរដ្ឋ 
7,car_sci_0007,អ្នកបើកយន្តហោះ,អ្នក​បើក​យន្តហោះគឺជាអ្នកប្រតិបត្តិការបញ្ជាគ្រឿងយន្តហោះ។គាត់​គឺ​ជាអ្នកដែលមាន​សុខភាពល្អ ស្មារតី​រឹង​មាំ និង​ការ​តាំង​ចិត្ត​ខ្ពស់​បំផុត។​,សាកលវិទ្យាល័យក្រៅប្រទេស,ក្រុមហ៊ុនអាកាសចរណ៍ រដ្ឋនិងឯកជនក្នុងស្រុក 
8,car_sci_0008,អ្នកបច្ចេកទេសកសិកម្ម/វិទ្យាសាស្រ្តកសិកម្ម,កសិករ ផលិតស្បៀងអាហារសម្រាប់យើងគ្រប់គ្នា។ គេមានការងារច្រើនណាស់ ដែលត្រូវធ្វើ ដូចជា៖ កាប់ គាស់ ភ្ជួររាស់ សាបព្រោះ ដាក់ជី.....ត្រូវការមនុស្សឧស្សាហ៍ពូកែអត់ធន់ មានសុខភាពល្អ ចេះតស៊ូមិនខ្លាចនឿយហត់។ តែកសិករ បច្ចុប្បន្ននេះមិនត្រឹមតែចេះផលិតស្បៀងប៉ុននោះទេ គេក៏ជាពាណិជ្ជករម្នាក់ដែរ ព្រោះគេត្រូវចោទសួរខ្លួនឯងជានិច្ចថា​ តើគួរដាំអ្វីដើម្បីឲ្យសមស្រប​និងតម្រូវការនៅលើទីផ្សារ។ លើសពីនេះ គេចេះចាត់ចែងការលក់ដូរផល​ ប្រៀបបើដូចជា ប្រធានសហគ្រាសម្នាក់។ នាសម័យមុន កសិកម្ម ជាមុខរបរបន្តត្រកូល ប៉ុន្ដែសម័យនេះ កសិករពេញលក្ខណៈជាអ្នកបានទទួលការបណ្ដុះបណ្ដាល ដើម្បីឲ្យមានចំណេះដឹង និងសមត្ថភាពគ្រប់គ្រាន់ ព្រោះពេលខ្លះ កសិករត្រូវចេះចិញ្ចឹមសត្វ និងត្រថែមទៀត។,2. សាកលវិទ្យាល័យភូមិន្ទកសិកម្មចំការដូង,ស្ថាប័នរដ្ឋ​ មន្ទីសិក្សាស្រាវជ្រាវកសិកម្មជាតិ 
,,,,9. សាកលវិទ្យាល័យមានជ័យ,
,,,,12. សាកលវិទ្យាល័យ ហេង សំរិន ត្បូងឃ្មុំ,
,,,,19. វិទ្យាស្ថានជាតិ កសិកម្មព្រែកលៀប,
,,,,20. សាលាជាតិកសិកម្ម កំពង់ចាម,
9,car_sci_0009,អ្នកវិទ្យាសាស្រ្ត ផ្នែកសត្វ,អ្នកវិទ្យាសាស្ត្រផ្នែកសត្វ គឺជាអ្នកដែលមានចំនេះដឹងមូលដ្ឋានលើផ្នែកគីមី​វិទ្យា និង ជីវវិទ្យា។ គាត់នឹងធ្វើការច្រើនទាក់ទងជាមួយសត្្វដូចជាគោ ក្របី សត្វស្លាប និងរបៀបបង្កាត់ពូជសត្វ។គាត់ក៏យល់ច្បាស់ពីផ្នែកចំណីសត្វផងដែរ។ គាត់ជាមនុស្សឧស្សាហ៍ ព្យាយាម និងយកចិត្តទុកដាក់ចំពោះការងារ។   ,2. សាកលវិទ្យាល័យភូមិន្ទកសិកម្មចំការដូង,អ្នកបច្ចេកទេសចិញ្ចឹមសត្វនៅតាមក្រសួង ក្រុមហ៊ុន អង្គការក្រៅរដ្ឋាភិបាលនិងស្ថាប័នផ្សេងៗ ដែលពាក់ព័ន្ធ អ្នកបច្ចេកទេសផលិតចំណីសត្វនៅតាមក្រុមហ៊ុន និងម្ចាស់អាជីវកម្មចំណីសត្វឬបើកកសិដ្ឋានចិញ្ចឹមសត្វផ្ទាល់ខ្លួន
,,,,19. វិទ្យាស្ថានជាតិ កសិកម្មព្រែកលៀប,
,,,,20. សាលាជាតិកសិកម្ម កំពង់ចាម,
,,,,11. សាកលវិទ្យាល័យ ជា ស៊ីម កំចាយមារ,
10,car_sci_0010,ទន្តពេទ្យ,ទន្តពេទ្យមាននាទីថែទាំធ្មេញ ព្យាបាលធ្មេញ ដក និង ដាក់ធ្មេញ ព្រោះធ្មេញស្អាតជួយធ្វើឱ្យមនុស្សយើងមានសម្ផស្សកាន់តែស្រស់ស្អាត។ មុខរបរនេះតំរូវឱ្យមានគុណសម្បត្តិជាច្រើន ដូចជា ប៉ិនប្រសប់ប្រើដៃ មានស្មារតីរឹងមាំ ពូកែវិនិច្ឆ័យរោគ មានសមត្ថភាពក្នុងការស្ដាប់ ដើម្បីស្វែងយល់ពីជំងឺដែលត្រូវព្យាបាល។ ,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,នៅមន្ទីរពេទ្យរដ្ឋ និងឯកជន ឬគ្លីនិកឯកជន
,,,,16. វិទ្យាស្ថានវិទ្យាសាស្ត្រសុខាភិបាល ខេមៈភូមិន្ទ,
,,,,29. សាកលវិទ្យាល័យកំពង់ចាម,
11,car_sci_0011,អ្នកឯកទេសផ្នែកឱសថសាស្រ្ត,ឱសថ​សាស្ត្រ​គឺជា​ផ្នែក​មួយ​នៃ វិស័យ​សុខាភិបាល ដែល​ទទួល​ការបណ្តុះបណ្តាល​រយៈពេល ៥​ឆ្នាំ ដើម្បី​ក្លាយជា​ឱសថការី មួយរូប​ដែលមាន​សមត្ថភាព​គ្រប់គ្រាន់​។ ឱសថការី​គឺជា​អ្នកមាន​វិជ្ជាជីវៈ​តែមួយគត់​ដែលមាន​ឯកទេស​ផ្នែក​ឱសថ​។ ឱសថការី​មានចំណេះដឹង ក្នុង​ការផលិត គ្រប់គ្រង ចែកចាយ​ឱសថ ពន្យល់​ការប្រើប្រាស់​ឱសថ​ឲ្យ​មាន​សុវត្ថិភាព និង​ប្រសិទ្ធ​ភាពល្អ ព្រមទាំង​មានចំណេះដឹង​ខាង សិក្សា​ស្រាវជ្រាវ រូ​ម​មន្ត​ផលិត​ឱសថ​ថ្មី និង​កែលំអ​គុណភាព​ឱសថ​ឲ្យ​កាន់តែ​ប្រសើរ​ជាង​មុន​។​,74. សាកលវិទ្យាល័យពុទ្ធិសាស្ត្រ,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន
,,,,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ IU,
12,car_sci_0012,វេជ្ជបណ្ឌិតទូទៅ,"វេជ្ជ​បណ្ឌិតទូទៅជាបំរើសេវាព្យាបាលជំងឺ រោគវិនិច្ឆ័យជំងឺ របួសស្រាល និងធ្ងន់ធ្ងរផ្សេងៗ និងអនុវត្តន៍ទូទៅ 
និងពិនិត្យអ្នកជំងឺដោយប្រើឧបករណ៍វេជ្ជសាស្រ្តនិងសម្ភារៈបរិក្ខារបច្ចេកទេស។ គាត់ជាអ្នកវិភាគរូបភាពរោគវិនិច្ឆ័យដើម្បីផ្ដល់ព័ត៌មានអំពីស្ថានភាពអ្នកជំងឺ តាមដានស្ថានភាពជំងឺ និងចេញវេជ្ជបញ្ជាព្យាបាល និងឧសថ។ គាត់ជាអ្នកសម្របសម្រួលចាក់ថ្នាំបង្ការ និងវ៉ាក់សាំងការពារជំងឺឆ្លងផ្សេងៗ និងប្រឹក្សាដល់អ្នកជំងឺដែលទាក់ទងជាមួយនឹងរបបអាហារ និងអនាម័យវិធីសាស្រ្តការពារជំងឺ។ អ្នកដែលមានជំនាញនេះបណ្ដុះបណ្ដាលកម្រិតវេជ្ជបណ្ឌិតទូទៅរយៈពេល៦ឆ្នាំនៅសាកលវិទ្យាល័យរដ្ឋ និងឯកជននៅក្នុងប្រទេស និងក្រៅប្រទេស។ ",5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ IU,
,,,,16. វិទ្យាស្ថានវិទ្យាសាស្ត្រសុខាភិបាលនៃកងយោធពលខេមរភូមិន្ទ,
13,car_sci_0013,គ្រូពេទ្យផ្នែកជំងឺទូទៅ,មិនថាជាអ្នកជំងឺធម្មតាឬជាអ្នករបួសនោះទេយើងទាំងអស់គ្នាត្រូវការជួបគ្រូពេទ្យដើម្បីពិគ្រោះយោបល់និងដឹងពីវិធីសាស្ត្រព្យាបាល។គ្រូពេទ្យផ្នែកជំងឺទូទៅគឺជាគ្រូពេទ្យដែលធ្វើការងារនៅតាមសហគមន៍ក្នុងមូលដ្ឋានឬក្នុងមន្ទីរពេទ្យនិងជាមនុស្សដំបូងដែលបានដឹងពីបញ្ហាសុខភាពរបស់អ្នកជំងឺ។ ពួកគេផ្ដល់ការថែទាំ សុខភាពបឋម និងបន្តការព្យាបាលតាមរយៈការពិនិត្យរាងកាយ និងធ្វើរោគវិនិច្ឆ័យ។គ្រូពេទ្យពិចារណាអំពីកត្តាពាក់ពន្ឋ័ផ្សេងៗដូចជា កត្តាអារម្មណ៍ ចិត្តសាស្ត្រ រួចបញ្ចូនអ្នកជំងឺទៅកាន់គ្រូពេទ្យឯកទេសសមស្របមួយ(ក្នុងករណីចាំបាច់)ដើម្បីទទួលបានការតាមដានឬការវាយតម្លៃបន្ថែម។ជំនាញនេះត្រូវចេះភាសាអង់គ្លេស បារាំង និងមានចំណេះដឹងផ្នែកកុំព្យូទ័រ។​,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
,,,,16. វិទ្យាស្ថានវិទ្យាសាស្ត្រសុខាភិបាលនៃកងយោធពលខេមរភូមិន្ទ,
14,car_sci_0014,វេជ្ជបណ្ឌិតឯកទេសសន្លាក់ឆ្អឹង,អ្នកឯកទេសសន្លាក់ឆ្អឹងជាអ្នកបំរើសេវាព្យាបាល និងវិភាគទៅលើការប្រើថ្នាំរបស់អ្នកជំងឺ និងប្រតិកម្មថ្នាំព្យាលជំងឺ។ គាត់ជាអ្នកប្រឹក្សាពីវិធីសាស្រ្តថែរក្សាជំងឺ ជាអ្នកដឹកនាំ សម្របសម្រួលការងាររបស់ក្រុម ជាងនេះទៀតពិគ្រោះដល់អ្នកជំងឺពីលក្ខខ័ណ្ឌនៃការប្រើថ្នាំ និងបញ្ជូនអ្នកជំងឺទៅរកអ្នកជំនាញឧសថ អ្នកផ្សេងៗទៀតនៅពេលចាំបាច់ និងស្រាវជ្រាវអភិវឌ្ឍន៍​បច្ចេកទេសព្យាបាលសន្លាក់ឆ្អឹង ។ ជំនាញនេះត្រូវសិក្សាវេជ្ជបណ្ឌិតទូទៅ រួចបន្តសិក្សាជំនាញឯកទេសរយៈពេល ៣​ឆ្នាំទៀត ។ ជំនាញនេះត្រូវចេះភាសាអង់គ្លេស បារាំង និងមានចំណេះដឹងផ្នែកកុំព្យូទ័រ។​,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន 
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
,,,,74. សាកលវិទ្យាល័យពុទ្ធិសាស្ត្រ,
15,car_sci_0015,អ្នកឯកទេសវិកលវិទ្យា (ពេទ្យឯកទេសផ្លូវចិត្ត),អ្នកឯកទេសវិកលវិទ្យាជាអ្នកបំរើសេវាព្យាបាលសុខភាពផ្លូវចិត្តជាផ្នែកមួយនៃការព្យាបាលជាមួយនិងអ្នកដែលមានវិបត្តិផ្លូវចិត្តនិងសង្គម។ គាត់ជាអ្នកឯកទេសព្យាបាលនិងផ្តល់វិធីសាស្រ្តព្យាបាល និងឱសថព្យាបាលគ្រប់គ្រងអារម្មណ៍ និងការគិត។ ជំនាញនេះត្រូវសិក្សាវេជ្ជបណ្ឌិតទូទៅ។,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,,
,,,,,
16,car_sci_0016,ឯកទេសព្យាបាលសរសៃរ ប្រសាទ,អ្នកឯកទេសសរសៃរប្រសាទជាអ្នកបំរើសេវាព្យាបាលសរសៃរប្រសាទពីបច្ចកទេសព្យាបាល និង វាយតម្លៃទៅលើអ្នកដែលមានបញ្ហាសរសៃពួរ បង្ហាញពីភាពចុះខ្សោយនៃចំនុចណាមួយនៃរាងកាយនិងការឈឺចាប់។គាត់ជាអ្នកជួយពិគ្រោះយោបល់ជាមួយបុគ្គលណាដែលមានបញ្ហាសរសៃរប្រសាទ និងវិនិច្ឆ័យរោគសញ្ញា។ ជំនាញឯកទេសសរសៃរប្រសាទត្រូវសិក្សាវេជ្ជបណ្ឌិតទូទៅរយៈពេល ៦​ ឆ្នាំ ហើយបន្តយកជំនាញឯកទេសរយៈពេល ៣ ឆ្នាំ។ ជំនាញនេះត្រូវចេះភាសាអង់គ្លេស បារាំង និងមានចំណេះដឹងផ្នែកកុំព្យូទ័រ។​,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
,,,,57. សាកលវិទ្យាល័យន័រតុន,
17,car_sci_0017,អ្នកឯកទេសរូបភាពកាំរស្មីអ៊ិច ,អ្នកឯកទេសរូបភាពកាំរស្មីអ៊ិច ជាអ្នកបំរើសេវាវិទ្យុសកម្មថតយកសារពាង្គកាយរបស់មនុស្សមានបញ្ហា ដូចជា៖ ការឈឺចាប់ បេះដូង ដាច់សរសៃរឈាមខួរក្បាល និងមួយតួខ្លួនរបស់មនុស្សយើងនៅផ្នែកខាងក្នុងរាងកាយ។អ្នកជំនាញកាំរស្មីអ៊ិចជាអ្នកដែលវិនិច្ឆ័យជំងឺឬរបួសស្នាមផ្នែកខាងក្នុងខ្លួនហើយជាមនុស្សដែលមានវិជ្ជាជីវៈមួយពិតប្រាកដបង្ហាញពីជំងឺមួយជាក់លាក់ដល់ប្រជាជនយល់ដឹងពីជំងឺ។ គាត់ជាអ្នកជំនាញបង្ហាញពីប្រភេទជំងឺទៅឲ្យវេជ្ជបណ្ឌិតជំនាញព្យាបាលជំងឺ និងផ្ដល់ថ្នាំពេទ្យ វិធីសាស្រ្តព្យាបាល។ ជំនាញនេះត្រូវសិក្សារយៈពេល ៦ឆ្នាំ ហើយចាប់យកជំនាញនេះ៣ឆ្នាំទៀត។​ ជំនាញនេះត្រូវចេះភាសាអង់គ្លេស និងមានចំណេះដឹងផ្នែកកុំព្យូទ័រ។​,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
18,car_sci_0018,អ្នកឯកទេសជំងឺបេះដូង,អ្នកឯកទេសជំងឺបេះដូងជាអ្នកបំរើសេវាព្យាបាលជំងឺបេះដូង និងចំណេះដឹងជាក់លាក់លើឯកទេស រោគវិនិច្ឆ័យ និងពិគ្រោះយោបល់អ្នកជំងឺឲ្យចេះការពារខ្លួន លើកទឹកចិត្តអ្នកជំងឺ។ អ្នកជំនាញនេះមនុស្សដែលមានទំនួលខុសត្រូវ មានសមត្ថភាព និងវិធីសាស្រ្តព្យាបាលបែបបច្ចេកទេសទំនើបទាំងផ្ដល់ថ្នាំព្យាបាល និង​វះកាត់ជំងឺបេះដូង។  អ្នកឯកទេសបេះដូងតម្រូវឲ្យសិក្សាជំនាញវេជ្ជបណ្ឌិតទូទៅឲ្យយល់ដឹងពីវិធីសាស្រ្តព្យាបាលជំងឺទូទៅ ងាយស្រួលវិនិច្ឆ័យជំងឺ ។ ជំនាញនេះត្រូវសិក្សាវេជ្ជបណ្ឌិតទូួៅរយៈពេល ៦ឆ្នាំ ហើយចាប់យកជំនាញឯកទេសរយៈពេល ៣ឆ្នាំទៀត។​ ជំនាញនេះត្រូវចេះភាសាអង់គ្លេស បារាំង និងមានចំណេះដឹងផ្នែកកុំព្យូទ័រ។​,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជ
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
19,car_sci_0019,អ្នកឯកទេសជំងឺទឹកនោមផ្អែម,អ្នកឯកទេសជំងឺទឹកនោមផ្អែម ជាអ្នកបំរើសេវាព្យាបាល និងវិធីសាស្រ្តការពារជំងឺទឹកនោមផ្អែម។ គាត់ជាអ្នកឯកទេសផ្ដល់ប្រឹក្សាយោបល់ដល់អ្នកជំងឺដែលមកទទួលសេវា និងធ្វើការវិនិច្ឆ័យទៅលើរោគសញ្ញា ផ្ដល់ការព្យាបាលដោយឧសថ​ និងផ្ដល់នូវវិធីសាស្រ្តព្យាបាលការពារជំងឺ។ ជំនាញនេះត្រូវសិក្សាវេជ្ជបណ្ឌិតទូទៅរយៈពេល ៦ឆ្នាំ ហើយចាប់យកជំនាញឯកទេស​រយៈពេល ៣ឆ្នាំទៀត។​ ជំនាញនេះត្រូវចេះភាសាអង់គ្លេស បារាំង និងមានចំណេះដឹងផ្នែកកុំព្យូទ័រ។​,5. សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល,មន្ទីរពេទ្យរដ្ឋ មន្ទីរពេទ្យឯកជន អង្គការមិនមែនរដ្ឋាភិបាល
,,,,69. សាកលវិទ្យាល័យអន្តរជាតិ (IU),
